,SMALL LoBM LoINV,ME1 BM1 INV2,ME1 BM1 INV3,ME1 BM1 HiINV,ME1 BM2 LoINV,ME1 BM2 INV2,ME1 BM2 INV3,ME1 BM2 HiINV,ME1 BM3 LoINV,ME1 BM3 INV2,ME1 BM3 INV3,ME1 BM3 HiINV,ME1 BM4 LoINV,ME1 BM4 INV2,ME1 BM4 INV3,SMALL HiBM HiINV,BIG LoBM LoINV,ME2 BM1 INV2,ME2 BM1 INV3,ME2 BM1 HiINV,ME2 BM2 LoINV,ME2 BM2 INV2,ME2 BM2 INV3,ME2 BM2 HiINV,ME2 BM3 LoINV,ME2 BM3 INV2,ME2 BM3 INV3,ME2 BM3 HiINV,ME2 BM4 LoINV,ME2 BM4 INV2,ME2 BM4 INV3,BIG HiBM HiINV
199511     ,9.09     ,5.19     ,5.68     ,2.84     ,7.68     ,4.36     ,4.20     ,3.72     ,7.44     ,8.35     ,3.18     ,3.01     ,5.59     ,8.67     ,6.04     ,3.33     ,7.86     ,6.87     ,2.01     ,1.92     ,3.83     ,7.47     ,3.37     ,2.19     ,5.83     ,5.40     ,4.38     ,1.93     ,6.85     ,3.83     ,2.33     ,0.93
199512     ,6.32     ,4.57     ,9.26     ,6.33     ,6.53     ,6.58     ,6.25     ,5.40     ,5.64     ,6.80     ,5.35     ,5.49    ,11.56    ,11.94     ,8.99     ,8.41     ,5.71     ,4.60     ,0.86     ,2.17     ,5.04     ,6.53     ,3.59     ,5.06     ,3.98     ,5.44     ,4.76     ,4.31     ,8.60     ,6.63     ,5.24     ,5.72
199601     ,5.79     ,1.25     ,0.95     ,0.87     ,4.05     ,2.96     ,1.45     ,2.13     ,3.91     ,1.22     ,3.06     ,0.45     ,2.55     ,2.64     ,2.56     ,0.40    ,-4.38    ,-2.89    ,-4.37    ,-0.98     ,0.47    ,-4.41     ,0.04    ,-1.90    ,-0.12     ,0.95     ,0.20    ,-0.42     ,1.26    ,-1.65     ,0.09    ,-1.01
199602    ,-2.92    ,-1.93     ,3.00    ,-1.86    ,-3.22    ,-3.78    ,-1.42    ,-0.39    ,-3.81    ,-1.11    ,-1.93    ,-1.36    ,-2.75    ,-2.77    ,-2.08     ,0.48    ,-2.39    ,-4.03     ,0.64    ,-0.09    ,-0.30    ,-1.26    ,-0.47    ,-2.51    ,-2.97    ,-2.92    ,-0.08    ,-0.92    ,-3.02    ,-1.97    ,-0.34    ,-0.43
199603     ,6.33     ,3.11     ,5.11     ,1.81     ,2.47     ,1.49     ,2.36     ,1.90     ,5.52     ,2.80     ,1.08     ,1.22     ,1.19     ,1.43     ,1.75    ,-0.01     ,3.81     ,5.86    ,-0.44     ,2.53     ,3.03     ,4.30     ,0.54     ,2.91     ,3.82     ,3.06     ,3.64     ,1.24     ,4.07     ,4.54     ,0.54     ,1.58
199604    ,10.82    ,11.34    ,19.39     ,8.07    ,12.56    ,13.06    ,10.76     ,9.66    ,10.93     ,9.84    ,10.72    ,12.57    ,14.26    ,13.18    ,10.35    ,11.80     ,7.57     ,2.39     ,6.18     ,7.22     ,6.12     ,6.21     ,7.31     ,5.28     ,6.59     ,8.90     ,5.38     ,8.70     ,7.63     ,7.34     ,8.59     ,8.15
199605    ,-2.68    ,-3.46    ,-5.93    ,-3.23    ,-4.50    ,-4.05    ,-3.30    ,-1.80    ,-4.00    ,-3.99    ,-4.51    ,-3.03    ,-1.67    ,-2.85    ,-3.20    ,-2.33    ,-1.94    ,-3.97    ,-5.22    ,-3.30    ,-5.24    ,-5.61    ,-4.44    ,-6.81    ,-7.32    ,-1.99    ,-3.68    ,-4.83    ,-3.12    ,-4.36    ,-6.13    ,-3.14
199606    ,-2.91    ,-1.01    ,-3.19     ,0.32    ,-0.64    ,-1.24    ,-1.50    ,-0.03    ,-2.63    ,-0.42     ,0.25    ,-0.80    ,-3.48     ,1.76    ,-1.26     ,0.14    ,-1.37    ,-0.36     ,0.43     ,0.15     ,0.89    ,-0.78     ,0.30     ,0.61     ,0.63     ,1.42     ,3.29    ,-0.55     ,0.98     ,1.36     ,1.27    ,-0.87
199607    ,-8.63    ,-9.34    ,-8.11    ,-5.31    ,-8.45    ,-7.15    ,-5.27    ,-4.05    ,-7.22    ,-5.30    ,-4.35    ,-5.46    ,-5.38    ,-5.73    ,-3.39    ,-4.76    ,-6.94    ,-4.13    ,-4.67    ,-2.86    ,-6.29    ,-3.64    ,-2.76    ,-5.11    ,-4.99    ,-3.51    ,-4.08    ,-3.36    ,-6.10    ,-5.24    ,-4.96    ,-4.61
199608    ,-1.49    ,-2.44    ,-3.13    ,-4.87    ,-3.23    ,-2.94    ,-4.17    ,-4.06    ,-4.17    ,-3.76    ,-4.31    ,-3.16    ,-4.01    ,-3.92    ,-3.89    ,-3.95    ,-3.34    ,-3.23    ,-4.33    ,-3.87    ,-5.25    ,-5.33    ,-4.47    ,-3.77    ,-5.50    ,-6.95    ,-4.19    ,-3.41    ,-5.30    ,-3.84    ,-4.98    ,-4.99
199609    ,-0.01    ,-0.63    ,-0.68    ,-2.98    ,-0.67    ,-1.26    ,-2.11    ,-1.20    ,-0.17    ,-0.38    ,-1.61    ,-1.55    ,-1.82    ,-0.87    ,-1.50    ,-0.05     ,3.58     ,0.87     ,4.39     ,1.29     ,3.89     ,2.85     ,3.16     ,3.36     ,2.24     ,4.81     ,3.11     ,5.14     ,3.82     ,2.50     ,2.69     ,2.60
199610    ,-5.93    ,-6.17    ,-7.77    ,-6.59    ,-7.34    ,-6.19    ,-6.84    ,-6.07    ,-6.02    ,-6.55    ,-4.90    ,-6.55    ,-6.77    ,-4.94    ,-6.71    ,-5.13    ,-7.52    ,-7.36    ,-6.49    ,-6.46    ,-5.97    ,-7.61    ,-6.06    ,-7.96    ,-7.25    ,-8.48    ,-6.44    ,-6.94    ,-6.97    ,-6.38    ,-6.63    ,-6.32
199611    ,-4.79    ,-2.07    ,-4.42    ,-3.73    ,-4.11    ,-4.72    ,-2.92    ,-4.12    ,-3.94    ,-2.86    ,-2.08    ,-4.50    ,-4.50    ,-2.80    ,-2.20    ,-1.93    ,-1.08    ,-0.66     ,1.49    ,-0.29     ,1.43     ,1.12     ,4.23     ,1.20    ,-2.22     ,0.22     ,0.19     ,6.74    ,-2.34     ,1.03    ,-1.60     ,0.23
199612   ,-14.29   ,-12.13   ,-11.72    ,-9.53   ,-14.38   ,-12.74   ,-10.42   ,-10.21   ,-11.96   ,-10.26    ,-9.22   ,-11.20   ,-12.34    ,-9.68    ,-9.78    ,-9.81   ,-12.00   ,-12.59    ,-3.81    ,-5.39    ,-9.39    ,-6.92    ,-4.12    ,-5.19   ,-10.46    ,-6.36    ,-6.95    ,-0.93   ,-10.67    ,-5.15    ,-7.21    ,-5.99
199701   ,-10.22    ,-8.76    ,-9.36    ,-8.14    ,-8.17    ,-8.25    ,-7.82   ,-10.31    ,-9.86    ,-9.19   ,-10.87   ,-10.30   ,-12.48   ,-11.89    ,-9.32   ,-11.24   ,-20.16   ,-12.20   ,-10.47    ,-7.41   ,-11.36    ,-9.78    ,-8.98    ,-9.31   ,-12.07    ,-9.02    ,-7.84    ,-8.79    ,-9.58    ,-9.14   ,-11.11    ,-7.80
199702    ,-1.11     ,0.06    ,-0.76    ,-4.77    ,-0.44     ,0.12    ,-0.21    ,-1.25    ,-0.47     ,0.90     ,1.41    ,-0.74    ,-1.94     ,0.25    ,-0.71     ,0.27     ,5.26     ,3.16     ,3.10     ,3.95     ,2.81     ,1.16     ,2.25     ,2.83    ,-1.80     ,1.38     ,1.26    ,-0.44    ,-1.81     ,0.08     ,0.15     ,1.70
199703    ,-8.10    ,-9.64    ,-8.07    ,-7.12    ,-8.88    ,-6.79    ,-7.29    ,-8.47    ,-8.98    ,-7.14    ,-5.96    ,-7.04    ,-7.36    ,-6.30    ,-4.19    ,-6.03    ,-6.63    ,-2.74    ,-2.67    ,-3.42    ,-3.90    ,-3.92    ,-2.25    ,-5.39    ,-4.12    ,-3.02    ,-2.54    ,-2.00    ,-3.76    ,-0.32    ,-4.42    ,-3.23
199704    ,-1.82    ,-0.60    ,-3.44    ,-1.19     ,0.59    ,-3.96    ,-2.23    ,-3.22    ,-2.92    ,-4.13    ,-1.75    ,-3.11    ,-5.65    ,-3.85    ,-5.19    ,-1.34     ,1.14     ,0.15     ,1.98     ,3.74     ,1.86     ,1.78     ,3.41     ,2.35    ,-2.15     ,1.63     ,1.30     ,8.43     ,0.80     ,0.34    ,-1.12    ,-0.88
199705    ,17.19    ,18.31    ,20.00    ,20.07    ,19.02    ,16.42    ,17.57    ,16.01    ,17.81    ,15.76    ,14.06    ,18.27    ,14.99    ,15.52    ,14.96    ,14.04    ,14.19    ,14.32    ,20.24    ,17.03    ,12.81    ,10.69     ,9.27    ,12.42    ,16.50    ,10.45    ,14.60     ,6.94    ,13.91    ,14.85    ,11.81    ,12.31
199706     ,1.18     ,2.86     ,2.77     ,3.08     ,2.41     ,2.44     ,1.66     ,2.49     ,3.58     ,4.31     ,3.21     ,3.70     ,2.72     ,1.56     ,2.44     ,5.10    ,12.65     ,7.86     ,5.20     ,2.28     ,7.15     ,6.95     ,5.60     ,5.42     ,5.12     ,4.80     ,8.16     ,3.14     ,6.76     ,5.49     ,6.48     ,3.39
199707   ,-14.98   ,-12.38   ,-11.48    ,-8.62   ,-11.61   ,-10.51   ,-10.55   ,-10.85   ,-13.00   ,-11.03    ,-9.80    ,-9.78   ,-13.68   ,-11.24   ,-12.34   ,-11.77    ,-8.37    ,-8.06     ,0.68     ,3.96   ,-10.81    ,-3.99    ,-4.13     ,5.87    ,-8.03    ,-7.27    ,-6.51    ,-5.01    ,-5.52    ,-9.35    ,-2.91    ,-4.42
199708    ,-9.15    ,-8.94   ,-10.32   ,-10.89   ,-10.02   ,-11.04    ,-9.91   ,-10.43   ,-10.06   ,-10.85   ,-11.17   ,-12.37   ,-10.37    ,-8.26   ,-10.55   ,-12.96    ,-6.20    ,-7.96    ,-8.44   ,-12.66    ,-6.65    ,-9.44    ,-8.22   ,-13.93    ,-5.75    ,-8.31    ,-8.52    ,-8.45    ,-7.86    ,-9.38   ,-12.61    ,-8.00
199709   ,-18.88   ,-14.31   ,-13.27   ,-11.54   ,-14.18   ,-13.00   ,-12.60   ,-13.93   ,-14.35   ,-14.51   ,-12.43   ,-11.07   ,-14.68   ,-13.02   ,-12.28   ,-15.21    ,-6.80    ,-2.41     ,0.79     ,1.96    ,-6.97    ,-2.87    ,-3.26     ,8.15    ,-5.92    ,-5.57    ,-2.02     ,1.24    ,-6.41    ,-6.38    ,-4.82    ,-5.89
199710     ,4.40     ,2.21     ,0.00    ,-1.91     ,1.09    ,-0.18    ,-0.31    ,-2.18    ,-1.79    ,-0.22    ,-1.34    ,-2.89     ,0.22     ,1.06    ,-1.12    ,-1.88   ,-11.84   ,-11.12   ,-11.29    ,-6.37    ,-5.48    ,-4.43    ,-6.46    ,-8.98    ,-6.04    ,-1.71    ,-5.25   ,-19.63    ,-6.86    ,-1.45    ,-7.50    ,-0.95
199711   ,-21.21   ,-16.93   ,-17.71   ,-16.57   ,-19.46   ,-16.47   ,-15.10   ,-17.51   ,-20.15   ,-17.01   ,-15.38   ,-17.59   ,-20.78   ,-17.61   ,-16.35   ,-20.46   ,-10.04    ,-7.84    ,-1.02    ,-6.23   ,-17.48    ,-7.10    ,-8.41    ,-1.43   ,-12.94    ,-7.88    ,-6.72     ,1.53   ,-19.15   ,-12.14   ,-11.31   ,-15.28
199712   ,-21.24   ,-19.36   ,-16.74   ,-11.44   ,-15.07   ,-16.20   ,-12.34   ,-13.75   ,-13.81   ,-13.87   ,-14.41   ,-13.17   ,-16.67   ,-11.87   ,-14.14   ,-11.71   ,-14.66   ,-11.74    ,-1.69    ,-3.49   ,-15.28    ,-3.21    ,-7.88    ,-3.14   ,-10.86   ,-15.04    ,-6.67    ,-7.98    ,-9.48   ,-14.67    ,-7.68   ,-14.87
199801    ,37.61    ,28.51    ,25.17    ,20.06    ,23.74    ,24.67    ,18.48    ,25.98    ,27.36    ,23.49    ,21.49    ,24.66    ,29.90    ,22.81    ,22.09    ,25.52    ,16.07    ,14.73     ,5.80     ,8.60    ,23.58     ,7.77     ,9.24     ,3.40    ,14.50    ,15.70    ,10.04     ,8.87    ,13.54    ,18.01    ,17.22    ,13.35
199802     ,9.95     ,7.98     ,6.48     ,3.93     ,8.34     ,3.89     ,3.61     ,1.92     ,7.33     ,7.20     ,5.49     ,4.52    ,11.22     ,6.89     ,5.74     ,3.35     ,6.56     ,0.26     ,0.90    ,-3.36     ,4.39     ,0.90     ,1.03    ,-0.84     ,4.24     ,0.19    ,-0.92    ,-0.07     ,4.35     ,2.75    ,-0.02     ,6.44
199803   ,-12.92   ,-10.49   ,-10.36    ,-7.88   ,-10.06    ,-7.78    ,-8.14    ,-9.48    ,-9.39    ,-7.00    ,-7.89    ,-8.19   ,-10.91    ,-7.71    ,-8.09    ,-8.92   ,-11.37    ,-7.42    ,-7.73    ,-4.74    ,-9.24    ,-4.61    ,-4.86    ,-5.64    ,-6.69    ,-3.22    ,-4.42   ,-10.53    ,-4.82    ,-5.33    ,-3.13    ,-5.01
199804    ,-5.50    ,-5.87    ,-5.34    ,-2.36    ,-4.46    ,-3.39    ,-3.57    ,-4.14    ,-8.17    ,-5.05    ,-4.28    ,-5.15    ,-6.19    ,-6.21    ,-4.71    ,-5.01    ,-4.09    ,-3.93    ,-0.01     ,2.21    ,-6.48     ,0.89    ,-0.11    ,-0.62    ,-2.92    ,-2.87    ,-4.70     ,0.35    ,-4.89    ,-5.34    ,-5.16    ,-3.45
199805    ,-5.26    ,-3.72    ,-6.03    ,-4.25    ,-5.08    ,-2.39    ,-3.35    ,-3.28    ,-3.64    ,-4.15    ,-3.74    ,-4.10    ,-5.32    ,-4.52    ,-4.01    ,-3.88    ,-4.58    ,-6.12    ,-5.40    ,-6.23    ,-2.75    ,-2.68    ,-2.95    ,-3.30    ,-6.25    ,-2.74    ,-5.16    ,-8.80    ,-1.66    ,-2.59    ,-5.07    ,-0.90
199806     ,1.59     ,1.84     ,1.30    ,-0.34     ,1.52     ,2.46     ,1.83    ,-0.07     ,0.45     ,2.13     ,2.59     ,0.64     ,0.40    ,-1.26     ,0.37    ,-0.77     ,0.74    ,-2.31     ,0.96    ,-0.66     ,0.29     ,2.23     ,2.24     ,2.50    ,-1.84     ,2.24     ,1.50     ,0.53    ,-0.20     ,2.80    ,-0.25     ,2.61
199807    ,-0.43    ,-3.82    ,-0.03     ,0.21    ,-1.12    ,-2.19    ,-0.83    ,-1.54    ,-2.60    ,-0.81    ,-2.59     ,1.18    ,-2.21    ,-3.28    ,-1.70     ,0.04    ,-3.51    ,-1.60     ,1.43    ,-0.01    ,-1.70    ,-1.26    ,-0.19    ,-2.94    ,-4.79    ,-6.38    ,-1.17     ,0.55    ,-4.74    ,-2.99    ,-4.38    ,-2.44
199808    ,-8.28    ,-8.50    ,-6.13    ,-6.20    ,-8.40    ,-8.00    ,-7.23    ,-5.27   ,-11.60   ,-11.58    ,-6.02    ,-8.80   ,-11.72   ,-10.35    ,-8.30   ,-10.99    ,-6.14    ,-6.81   ,-10.09    ,-9.60    ,-4.42   ,-10.49    ,-4.39   ,-10.25    ,-9.48    ,-8.32    ,-5.12   ,-11.25    ,-8.52   ,-13.27   ,-11.36   ,-11.37
199809    ,-6.93    ,-4.54    ,-4.18    ,-6.42    ,-5.97    ,-3.59    ,-4.74    ,-3.90    ,-6.35    ,-6.75    ,-6.36    ,-8.31    ,-8.69    ,-9.57    ,-6.88    ,-7.99    ,-2.89    ,-0.39    ,-4.07    ,-2.53    ,-4.87     ,0.17    ,-2.30    ,-1.40    ,-4.41    ,-0.41    ,-1.62    ,-5.03    ,-7.32    ,-5.24    ,-6.81   ,-13.52
199810    ,14.70    ,14.32     ,9.64    ,11.47    ,19.50    ,13.68    ,13.80     ,8.89    ,16.33    ,14.38    ,12.04    ,11.88    ,18.07    ,13.13    ,10.99    ,15.41    ,18.71    ,22.65    ,15.17    ,11.96    ,19.11    ,21.41    ,17.65    ,12.03    ,22.12    ,19.42    ,11.45    ,13.98    ,18.26    ,16.98    ,29.00    ,24.58
199811     ,6.10     ,3.29     ,3.34     ,6.52     ,3.95     ,3.07     ,4.69     ,6.87     ,7.01     ,7.36     ,6.24     ,8.96     ,9.13     ,9.72     ,7.44     ,9.22     ,1.28    ,-2.51     ,1.89     ,7.65     ,1.96     ,2.43     ,3.74     ,5.99     ,0.43     ,3.81     ,1.19     ,7.86     ,2.09     ,9.39     ,2.42     ,8.59
199812     ,0.27     ,1.88     ,3.17     ,5.85     ,0.27     ,3.02     ,2.69     ,7.65    ,-0.69     ,1.24     ,3.15     ,1.43    ,-3.04    ,-2.20    ,-0.34     ,1.02     ,1.16     ,4.97     ,5.21     ,1.90     ,2.69     ,3.26     ,6.01     ,0.79     ,5.45    ,-0.18     ,3.73     ,5.84     ,0.88     ,2.85     ,0.66     ,4.03
199901     ,1.58     ,0.89     ,1.27     ,0.98     ,2.71     ,1.46     ,0.92    ,-1.71     ,0.52    ,-1.10    ,-0.63    ,-0.27    ,-0.22    ,-2.32    ,-0.85     ,1.68    ,-2.82    ,-0.36     ,1.41     ,2.41    ,-1.29     ,0.05     ,0.54     ,0.63    ,-0.69     ,3.36     ,1.39     ,0.48    ,-0.77     ,6.78     ,4.26     ,1.74
199902     ,0.28    ,-1.99    ,-0.53     ,2.34    ,-1.01    ,-1.60    ,-2.40     ,2.74    ,-2.25    ,-3.68    ,-2.74     ,0.69    ,-0.87    ,-2.98    ,-2.09     ,0.76    ,-4.83    ,-4.85    ,-0.44    ,-1.28    ,-3.60    ,-2.24    ,-4.53    ,-3.55    ,-3.02    ,-3.66    ,-3.72    ,-2.34    ,-2.65    ,-4.78    ,-4.01    ,-1.07
199903    ,15.25     ,7.14     ,8.56    ,15.70    ,17.40    ,11.35    ,11.97    ,14.70    ,17.14    ,11.32    ,13.62    ,14.19    ,18.93    ,15.83    ,17.38    ,22.60    ,10.89     ,6.97    ,16.68    ,15.09    ,13.30     ,9.60    ,11.76    ,12.53     ,9.52    ,10.49    ,11.10    ,20.56    ,16.76    ,15.23    ,19.58    ,21.54
199904     ,7.86     ,6.59     ,9.26    ,10.04    ,11.94     ,6.53     ,9.04     ,9.46    ,10.73    ,10.67    ,10.33     ,9.98    ,21.07    ,14.02    ,13.32    ,14.77     ,2.38     ,0.27     ,6.79     ,2.85     ,3.27     ,2.02     ,3.98     ,6.53     ,4.73     ,1.79     ,3.77     ,2.92     ,7.96     ,4.59    ,12.05    ,11.69
199905    ,-2.67    ,-1.89    ,-6.12    ,-6.81    ,-8.15    ,-4.53    ,-5.72    ,-3.05    ,-7.90    ,-5.23    ,-4.98    ,-1.71    ,-7.85    ,-4.39    ,-7.74    ,-7.12    ,-3.29    ,-5.64    ,-5.64    ,-3.82    ,-4.92    ,-3.21    ,-4.48    ,-7.04    ,-3.17    ,-1.94    ,-6.58    ,-6.80    ,-4.66    ,-2.86    ,-8.74    ,-8.43
199906    ,15.84    ,10.35    ,12.42    ,32.71    ,11.28    ,10.87    ,13.34    ,23.88    ,14.78    ,13.07    ,10.60    ,17.11    ,12.17    ,13.09    ,15.68    ,15.95     ,9.13     ,2.60    ,12.92    ,15.35     ,3.28     ,3.85     ,8.46     ,7.05     ,3.13     ,0.76     ,8.20    ,14.63     ,4.99    ,16.42    ,11.05    ,17.81
199907     ,3.59     ,4.42     ,5.93     ,6.23     ,9.40     ,7.13     ,6.19     ,6.04     ,6.70     ,7.79     ,8.26     ,5.66     ,9.55    ,12.08     ,7.40    ,12.57     ,8.22    ,12.02     ,8.78    ,14.38     ,5.50     ,7.62     ,9.94    ,11.49     ,8.91     ,5.43    ,10.54    ,14.44    ,11.19     ,9.47    ,10.90     ,9.88
199908     ,2.56     ,6.50     ,5.06     ,7.85     ,1.45     ,2.27     ,2.80     ,2.95     ,0.86     ,2.93     ,2.58     ,5.59     ,0.88     ,1.56     ,2.48     ,6.39     ,1.20     ,0.20    ,-3.90     ,8.52     ,2.63     ,5.73     ,1.93    ,-4.52    ,-1.82     ,4.56     ,2.03     ,2.09    ,12.94    ,10.03     ,6.05     ,4.62
199909     ,0.65     ,2.78     ,2.74     ,8.51     ,3.14     ,2.69     ,3.58     ,3.99     ,2.96    ,-0.35     ,1.28     ,1.70     ,0.39     ,1.22     ,1.31    ,-3.65     ,5.02     ,0.73     ,9.65    ,11.86    ,-0.94     ,0.16     ,4.84     ,8.47     ,6.57     ,4.68     ,8.41     ,2.53    ,13.39     ,9.33     ,4.82    ,11.28
199910     ,3.99     ,2.59     ,0.32     ,1.28     ,1.43    ,-1.31    ,-2.57    ,-4.59     ,0.35    ,-2.82    ,-2.40    ,-3.77    ,-2.88    ,-2.29    ,-3.65    ,-1.89    ,-1.31    ,-0.09    ,18.80    ,10.91    ,-3.36     ,3.53     ,2.09     ,6.68     ,2.83     ,0.97    ,-0.28     ,7.10    ,10.78     ,6.51     ,2.58     ,3.89
199911    ,-9.66    ,-3.18     ,4.58     ,1.75    ,-5.26    ,-0.07    ,-2.20    ,-1.31    ,-6.89    ,-5.56    ,-6.52    ,-4.53    ,-5.53    ,-6.25    ,-2.02    ,-0.13    ,-3.56     ,4.43    ,10.97    ,26.14     ,1.39    ,-3.64     ,1.29     ,6.93     ,0.24     ,0.20     ,2.02     ,0.96    ,-7.10    ,-3.13    ,-4.84     ,1.02
199912    ,-7.88    ,-6.60    ,-5.67    ,-2.52    ,-8.57    ,-5.17    ,-7.53    ,-9.11    ,-5.69    ,-6.67    ,-9.01    ,-7.13   ,-10.34    ,-7.32    ,-9.55     ,4.02    ,-6.10    ,-6.80    ,-1.44     ,9.60     ,9.16     ,2.85     ,7.09    ,29.65    ,-5.32    ,-2.59     ,1.47    ,-0.16   ,-10.77    ,-4.28    ,-7.62    ,-6.10
200001     ,1.49     ,0.17    ,-0.72    ,-4.05     ,1.06     ,0.51    ,-1.54     ,0.07    ,-1.03     ,0.28    ,-0.23    ,-0.31     ,1.69    ,-0.35     ,0.42    ,-2.59    ,-0.52    ,-4.05   ,-11.95    ,-8.38    ,-2.03    ,-1.94    ,-7.82    ,-7.71     ,1.24    ,-2.89     ,2.78     ,9.87     ,0.09    ,-4.29     ,4.69     ,3.53
200002    ,-4.72    ,-4.19    ,-4.43    ,-2.12    ,-5.03     ,1.52    ,-3.45     ,0.12    ,-2.60    ,-2.98    ,-4.72    ,-0.17    ,-4.35    ,-0.95    ,-7.33     ,4.93    ,-6.28    ,-6.89    ,-5.27     ,3.19    ,-4.64    ,-3.66    ,-5.91    ,-0.13    ,-6.74    ,-6.33     ,2.66    ,10.34   ,-10.20    ,-9.57    ,-9.10    ,-6.84
200003    ,19.10    ,10.12     ,6.41     ,6.20    ,13.54     ,4.82    ,10.65     ,5.77    ,12.43    ,10.73    ,11.56    ,10.54    ,16.50     ,7.79    ,11.51    ,14.97    ,12.38    ,12.67    ,11.32    ,-4.12     ,0.03     ,6.20    ,15.38    ,14.02    ,11.62    ,11.24    ,10.47    ,11.24    ,18.42     ,6.73    ,13.54     ,9.58
200004   ,-10.67   ,-11.02   ,-10.75   ,-10.22   ,-12.45   ,-12.05   ,-10.48    ,-9.62   ,-11.84   ,-10.69    ,-9.70    ,-9.38   ,-14.16   ,-10.14   ,-12.26   ,-16.88    ,-3.69     ,4.44   ,-17.49    ,-9.94    ,-1.79    ,-2.82    ,-5.02    ,-8.88    ,-6.37    ,-7.57    ,-3.35   ,-10.53   ,-11.24    ,-6.16    ,-6.27    ,-1.42
200005     ,2.51     ,2.04     ,0.03    ,-1.50     ,2.11    ,-1.74     ,5.98     ,1.47     ,1.64     ,3.15     ,6.07     ,7.12     ,0.00     ,5.20     ,1.94     ,2.33    ,-1.63     ,0.34    ,-8.62   ,-16.81     ,2.19    ,-2.48     ,0.22   ,-10.10    ,-2.17     ,1.93     ,4.48    ,-3.75    ,-2.20     ,0.92     ,0.07    ,-6.10
200006     ,9.93    ,10.39     ,9.95     ,7.19     ,7.62    ,11.94    ,10.84    ,13.42    ,15.57    ,13.23    ,15.40    ,15.89    ,11.49    ,12.29    ,13.08    ,14.30     ,5.07     ,4.97     ,7.68     ,4.16     ,9.25     ,6.81     ,6.50     ,1.75     ,7.14     ,6.24    ,10.02     ,8.27     ,4.91    ,10.79    ,12.74    ,11.32
200007   ,-15.83   ,-15.01   ,-11.36   ,-12.95   ,-15.70   ,-11.33    ,-7.95    ,-9.56   ,-10.51    ,-9.02    ,-8.90    ,-8.23    ,-9.64   ,-10.94    ,-6.73    ,-5.99   ,-20.13   ,-10.27   ,-10.85   ,-13.82   ,-13.84   ,-11.53    ,-6.73    ,-9.29    ,-8.07    ,-9.64    ,-8.78   ,-11.24   ,-12.12   ,-11.87    ,-5.00   ,-13.95
200008    ,11.47     ,7.66     ,7.69     ,7.94     ,7.66     ,8.80     ,5.52     ,7.48     ,5.69    ,10.48     ,4.78     ,6.75     ,5.13     ,4.73     ,4.09     ,3.31    ,23.68    ,13.08     ,5.52     ,7.83     ,8.99     ,3.54     ,5.00     ,0.94     ,3.84     ,1.94     ,4.17     ,6.79     ,5.65     ,5.69     ,6.48     ,1.46
200009    ,-8.11    ,-6.92    ,-4.61    ,-7.84    ,-6.56    ,-3.53    ,-2.83    ,-3.53    ,-4.41    ,-3.53    ,-2.61    ,-4.16    ,-5.75    ,-2.77    ,-2.51    ,-2.47   ,-18.30   ,-10.50    ,-3.25    ,-5.14    ,-1.88    ,-3.02     ,0.94    ,-6.78    ,-2.41    ,-1.52     ,1.89     ,2.05     ,1.23    ,-0.72    ,-1.56    ,-0.53
200010   ,-14.28   ,-13.43   ,-10.99   ,-12.70   ,-12.10    ,-6.76    ,-7.75    ,-6.88    ,-8.15    ,-8.08    ,-7.35    ,-3.92   ,-11.12    ,-9.09    ,-7.98    ,-3.78   ,-19.22   ,-15.54   ,-10.64    ,-9.48    ,-4.23    ,-5.40    ,-3.64    ,-3.91     ,3.48     ,1.47    ,-2.98    ,-4.21     ,3.07    ,-4.53    ,-6.40    ,-8.00
200011     ,2.76    ,-3.50    ,-1.04    ,-3.41     ,4.44     ,4.12     ,1.51     ,0.86     ,4.47     ,2.23     ,0.48     ,3.56     ,3.16     ,1.55     ,1.13     ,2.16    ,-7.10    ,-5.22    ,-2.93    ,-1.13    ,-7.44     ,0.34    ,-2.19    ,-7.07    ,-7.23     ,0.87    ,-0.37    ,-0.70    ,-0.85     ,3.82     ,1.93    ,-0.63
200012   ,-11.31    ,-9.38   ,-11.13   ,-10.36    ,-8.06    ,-7.05    ,-5.56    ,-8.21    ,-6.26    ,-7.63    ,-6.08    ,-5.70    ,-8.90    ,-5.63    ,-4.97    ,-5.73   ,-20.03   ,-11.00    ,-8.47   ,-20.27    ,-6.12    ,-4.12     ,0.22    ,-6.40    ,-3.70    ,-3.20    ,-3.66    ,-3.62    ,-7.25    ,-5.93    ,-5.68     ,2.30
200101     ,0.83     ,0.93    ,-1.38     ,1.20     ,0.83    ,-2.70    ,-1.81    ,-2.94    ,-2.01     ,0.18    ,-1.98    ,-2.18    ,-1.27     ,0.26    ,-2.45     ,1.57    ,18.79     ,4.22    ,-0.74     ,2.89    ,-0.05    ,-5.11    ,-5.61     ,0.93    ,-4.53    ,-5.26    ,-2.88    ,-3.68    ,-0.30    ,-2.95    ,-2.66    ,-5.60
